term	valence	arousal	dominance
वक्र	0.0220	-0.2180	-0.3560
वक्र-	-0.3330	0.6250	0.4760
वक्रीय	0.0625	-0.1930	0.1145
वचन	0.4380	0.2600	0.3160
वजन	-0.1000	-0.2400	0.1540
वजनर	0.6250	1.0000	0.7500
वजन्स	0.1400	-0.1220	-0.2140
वज़ीज़ी	-0.4305	0.3335	-0.1665
वज़ीज़ीज़ी	0.0000	0.6670	-0.2500
वनस्पति	0.3598	-0.3482	-0.1542
वफ़ादारी	0.5300	0.1600	0.4180
वफादारी	0.8330	-0.0460	0.2480
वयस्क	-0.4375	0.1562	0.0915
वयस्कपन	0.5830	-0.5190	0.5710
वरा	-0.0200	-0.3340	-0.1860
वरिकला	-0.6320	0.1860	-0.3720
वरीय	0.5920	-0.5260	-0.1000
वरीयता	0.6020	-0.1486	0.4200
वरीयताएँ	0.6670	0.4580	-0.1250
वर्क	0.5000	0.6250	0.2080
वर्कग्रुप	0.5240	0.6670	0.4760
वर्कबैग	0.0000	0.6670	-0.0480
वर्कशीट	0.0000	0.6670	0.0830
वर्कुलर	0.4070	0.6670	0.4580
वर्कॉयरusa.	-0.3330	0.6670	0.0000
वर्ग	0.1000	-0.1072	0.2831
वर्ग-color	-0.5240	-0.5190	-0.3330
वर्गमीटर	0.3330	0.6670	0.2960
वर्गमेन	0.6670	-0.0740	0.5930
वर्गाकार	-0.3335	-0.8335	-0.3335
वर्गीकरण:	-0.1630	-0.3460	-0.2360
वर्गीकृत	-0.0446	-0.1014	-0.1009
वर्डनेस	-0.6110	-0.6670	-0.5710
वर्ण	0.0140	-0.1680	-0.1660
वर्ण-	-0.7040	-0.6670	-0.8330
वर्णक्रम	0.6045	-0.0545	0.6205
वर्णन	0.1010	0.0372	0.1325
वर्णन:	0.4380	0.5160	0.5000
वर्णनकर्ता	-0.5710	0.6670	0.7620
वर्णनात्मक	-0.6670	0.6670	-0.2220
वर्णनात्मकता	0.6670	-0.6670	0.3750
वर्णन्तम	0.0950	-0.5240	0.2920
वर्णमाला	0.2096	-0.0036	0.2668
वर्णाइज़ेशन	0.5000	0.6670	0.3750
वर्णानुक्रम	0.0000	-0.6670	0.0480
वर्णित	0.0000	-0.6250	-0.2220
वर्ण्ड	0.0000	0.0000	0.0000
वर्तनी	0.0033	-0.0595	-0.0185
वर्तनी-	1.0000	0.7080	0.7920
वर्तनीजांच	0.6670	0.6670	0.5420
वर्तनीनाम	1.0000	0.6670	1.0000
वर्तनीसर	0.2920	0.5560	0.4580
वर्तमान	0.0200	0.1483	0.2393
वर्मिक	0.8570	0.3700	0.0000
वर्मोटिकम	0.0420	0.6670	0.5240
वर्ष	0.0084	-0.3770	-0.0944
वर्ष(E)	0.0000	0.6670	0.4760
वर्षगांठ	0.7600	0.5400	0.4460
वर्षबुक	0.1240	-0.5380	0.0180
वर्षा-	1.0000	-0.5000	-0.2220
वर्षें	0.0000	1.0000	-0.5560
वल-	-0.0420	0.6190	-0.8150
वलय	0.0210	-0.4645	-0.1390
वल्ड-	-0.1040	0.3580	0.3660
ववीनेट	-0.3060	0.1600	0.0720
वसंत	0.3303	0.0116	0.1117
वसंत-	0.6250	-0.6670	-0.2080
वसंतु	0.6670	0.7140	0.2590
वसंतुड	0.6670	0.3810	0.6190
वसंतुढी	-0.8340	0.6740	0.1420
वसंतुन्दन	-0.5720	0.0200	-0.3880
वसंतुषी	0.3960	0.2160	-0.0760
वसन्तानियाईName	-0.3330	-0.0560	0.5710
वसन्तुष्ट	0.5420	0.6480	0.5640
वसा	-0.6040	-0.2940	-0.5260
वसासो	-0.4280	-0.2120	-0.3280
वसा्टन	-0.2500	0.0980	-0.2740
वसा्टनर	-0.3330	0.7500	0.5420
वस्तु	-0.0045	-0.0844	0.0129
वस्तुओं	-0.0820	0.0540	0.0360
वस्तुवाद	0.0000	-0.6300	0.9520
वह	0.0741	0.1024	0.1614
वहाँ	0.0000	-0.1780	-0.1227
वहां	0.4180	0.2400	-0.0400
वहींक	-0.5200	0.4560	0.1200
वहेज़	-0.5420	-0.0760	-0.0780
वांछित	0.4773	0.2117	0.2690
वाईक	-0.6670	0.7780	-0.4580
वाईच	0.6460	0.3400	0.3200
वाईचकशिप	0.5000	0.7140	0.6670
वाईचिंग	0.2480	0.2700	0.2180
वाईची	-0.7160	0.6120	-0.5260
वाईन	-0.0420	-0.2700	-0.2140
वाईनकेस	0.0000	0.6670	0.7040
वाईपप	1.0000	0.9580	-0.0560
वाईपीप	0.2220	1.0000	-0.3810
वाईमैपिंग	-0.6670	1.0000	-0.4290
वाक्य	0.3957	-0.3763	0.3630
वाक्यांश	0.0427	-0.2052	0.1052
वाक्यांश:	0.2780	0.5830	0.5190
वागाम	0.6880	0.7260	0.3520
वागामिकusa.	1.0000	1.0000	0.4170
वाचा	0.0867	-0.1160	0.3773
वाचाल	-0.2830	0.1465	0.1350
वाचालनेस	-0.3750	0.5190	0.0000
वातावरण	0.3840	-0.4515	0.1795
वात्ज	0.5380	-0.1800	-0.3700
वादा	0.6840	-0.2710	0.2225
वान	-0.2960	0.3460	-0.0810
वानusa.	0.1220	-0.4400	-0.5380
वानर	-0.0323	0.0543	-0.2750
वाप	-0.2500	0.8150	-0.4170
वापस	-0.4280	0.1234	0.0162
वापसी	-0.1672	-0.1888	-0.1669
वाफ	-0.0620	-0.5200	-0.0560
वाय-	-0.3330	-0.0950	-0.4440
वायरअर	-0.6250	0.6670	-0.4440
वायरफ्रेम	0.0200	0.4600	-0.0800
वायरल	0.4580	-0.4440	-0.3340
वायरलेस	0.4130	0.1660	0.2775
वायरस	-0.0265	0.1418	0.1994
वायु	0.4030	0.5060	0.4063
वायु-	-0.2015	0.5623	0.0585
वायुफ्रेम	0.0830	0.0000	0.5000
वायुमण्डल	0.0620	-0.1600	0.1880
वायुमण्डलीय	0.0000	-0.5420	0.0000
वायुवरॉयर	0.5830	-0.6670	0.5190
वायोमा	-0.0400	-0.2800	0.0180
वायोल	-0.2800	0.0000	-0.1720
वायोल-	-0.6670	0.7500	1.0000
वायोला	0.3260	0.3460	0.2800
वायोलालैंडusa.	0.6880	-0.0580	0.1320
वायोवा	0.3087	0.5180	0.1973
वायोवाName	0.6670	0.6670	0.1430
वायोविस	-0.2960	0.6670	-0.0420
वार	-0.6660	0.7640	0.1900
वारिस	0.5735	0.0595	0.4415
वारिस-	0.0000	-0.7145	0.1900
वार्जर	-0.7330	0.0000	-0.2380
वार्तालाप	0.4690	-0.0590	0.2050
वार्तालापकर्ता	-0.5930	0.6670	0.9580
वार्तालापशील	-0.3330	0.6670	0.4440
वार्मर	-0.1320	0.2695	0.4050
वार्मल	-0.0840	-0.2500	0.3580
वार्मा	0.0000	-0.4440	0.3700
वार्मियाpoland.	0.3300	-0.4360	0.3700
वार्मेसिस	0.0000	-0.7410	0.1480
वार्मोperu.	0.6190	0.6300	0.0000
वार्म्गा	-0.3540	-0.2880	-0.4100
वार्षिकाइज़	0.0000	-0.0560	0.5930
वालर	-0.8100	0.5420	-0.8520
वाला	0.0000	0.6670	-0.0740
वाल्ड	-0.6240	0.2000	-0.0940
वाल्डर	-0.4440	0.6670	-0.3330
वाल्डल	0.0000	-0.5190	0.2960
वावासिटी	0.9520	1.0000	0.4760
वाव्हर	0.8120	-0.2120	-0.0380
वास	0.2660	-0.3140	0.1060
वासा	-0.0200	0.5100	0.1120
वासाम्बाasia.	0.6460	0.0200	0.5200
वासायोलिलेन	-1.0000	0.8570	-0.6250
वासाव्वीव	-0.2040	0.1020	-0.1380
वासासिटी	-0.8960	0.0000	-0.5660
वासुलल	0.0000	-0.7080	0.2500
वास्तव	0.2220	-0.1905	0.3445
वास्तविक	0.5035	0.0492	0.4761
वास्तविक-	0.5000	0.6300	0.5000
वास्तविकता	0.1615	-0.4323	0.2857
वास्तविकनेस:	0.6670	0.0000	0.2920
वास्तविकवाद	-0.0173	-0.0193	0.4807
वास्तविकवादी	-0.0950	-0.6115	0.4820
वास्तविकस्थान	0.0670	0.6670	0.6670
वास्तविकाइज़	0.0000	0.2590	0.2920
वास्तविकिटी	0.5000	-0.0720	0.2000
वास्तविकीकरण	1.0000	0.5190	0.7220
वाह	0.1227	-0.0380	-0.0867
वाहन	0.2820	0.1300	0.0000
वाहर	0.3330	-0.6300	0.3330
वि	-0.0420	-0.4170	0.0000
विंडो	-0.1188	-0.0718	-0.1665
विंडोphaiti.	0.0000	-0.6670	0.0000
विकरीनेस	0.1250	0.0000	-0.0560
विकल्प	0.1340	-0.2460	-0.1680
विकसित	0.3074	0.2054	0.2832
विकार	-0.7185	0.7535	-0.6155
विकास	0.2342	0.2453	0.3230
विकासली	0.6670	-0.5000	0.1670
विकासवाद	0.5190	0.5000	0.5240
विकासवादी	0.5190	0.6670	0.6110
विकासशील	0.6660	0.1740	0.4280
विकिरण	-0.6660	0.4820	0.0720
विकुकुका	-0.1660	-0.5000	-0.4720
विकृत	-0.4217	0.1977	-0.2208
विकृतता	-0.4534	0.0816	-0.0118
विकृतियाँ	-0.1300	-0.1804	-0.1463
विकृती	-0.6670	0.0480	-0.2080
विकृतीक	0.6250	0.7040	0.9260
विकृतीकरण	-0.2722	0.4298	-0.5165
विकेट	-0.1480	0.0620	-0.0180
विक्रेता	-0.0133	0.3621	0.3384
विक्रेता-	0.1670	0.6670	-0.2590
विक्रेतापन	0.4760	0.6670	0.7920
विक्षोभ	-0.3160	0.1950	0.1560
विक्षोभता	-0.7080	0.6670	0.1250
विगलल	0.3400	-0.4160	-0.1760
विगोपन	0.2505	0.2230	0.5165
विग्टटट	0.4340	-0.4340	-0.2360
विग्नोनीusa.	-0.3750	-0.3330	0.2590
विग्रेड	0.0000	-0.5560	0.4580
विचक	0.2860	-0.3780	-0.1640
विचलन	-0.7900	0.0260	-0.3280
विचार	0.2489	0.0003	0.3325
विचारक	0.5395	0.2195	0.7640
विचारयोग्य	0.3330	0.0000	0.2860
विचारवादीता	0.3700	0.0420	0.4810
विचारशील	0.5620	-0.2400	0.2660
विचारसूची-	0.9630	-0.6670	0.3330
विचारहीन	-0.5000	-0.1350	-0.1620
विचारहीनता	-0.7040	0.5930	-0.5560
विजयी	0.7680	0.7720	0.8920
विजयीि	1.0000	1.0000	1.0000
विज़ेट	0.0420	0.0000	0.0000
विजीजीज	0.2040	-0.5100	-0.1820
विजुअल	0.0409	-0.1226	0.2001
विजुअलusa.	0.2700	-0.3120	-0.0700
विजुअलली	-0.6670	0.6670	-0.7920
विजुअलाइज़ेशन	-0.6670	-0.6670	-0.6670
विजुअलिक	-1.0000	0.8520	0.3750
विजुअलिटी	0.0000	-0.1715	0.2220
विजुअले	0.9330	0.9170	0.6300
विजुअलेबल	0.0370	0.0000	-0.0740
विजुअलेशन	-0.5420	0.2540	0.1080
विजुट	-0.7080	0.2120	-0.7220
विजुलीusa.	0.3330	-0.3330	-0.1850
विजेटों	-0.1670	-0.5710	-0.5710
विजेता	0.3961	0.5785	0.6568
विजेतािया	0.7920	0.6220	0.6740
विज्ञान	0.5880	-0.0710	0.7410
विज्ञापन	0.3376	0.3448	0.3704
विज्ञापनों	0.2920	0.4380	0.7500
विटामिन	0.6540	-0.3400	0.1200
विटेट	-0.3340	-0.0180	0.0180
विटेनेंस	0.6670	0.5560	0.7500
विडगेट	0.3330	0.0020	0.0920
विडगेटर	0.3330	0.5190	-0.2220
विडगेटल	0.0000	-0.5830	0.3330
विडज	-0.1255	0.5495	-0.2475
विडरी	0.0830	-0.6670	0.0000
विडलर	-0.5560	0.2920	0.6250
विडव	-0.3335	-0.5555	-0.5140
विडविएटर	-0.6670	0.6670	-0.6300
विडवेटर	0.7140	0.6300	0.7780
विडवेशन	-0.6670	0.6670	-0.6670
विडाइड	1.0000	0.0000	0.0000
वितरण	0.3440	0.0180	0.5530
वितरित	0.1710	0.4295	0.4800
वित्तीय	0.1667	-0.0440	0.5263
विदेश	0.3540	0.1920	0.1220
विदेशी	-0.1402	0.2594	0.0840
विदेशीपन	0.0000	0.0000	-0.1480
विदेशेटर	-0.7780	0.6300	0.5930
विद्यार्थी	0.3960	-0.0500	-0.2040
विद्यार्थीपन	0.6670	-0.3750	-0.3700
विद्रोह	-0.7960	0.3800	-0.4000
विद्वत्ता	-0.0570	0.2080	0.3103
विद्वान	0.4440	-0.1130	0.4400
विधर्मी	0.2085	-0.1510	0.0975
विधवा	-0.5857	-0.2963	-0.4780
विधि	0.3730	-0.0517	0.3995
विधि:	0.3335	-0.6670	0.0420
विधिः	0.2700	-0.3140	-0.3920
विधिवाद	0.0000	0.2960	-0.1670
विधिवादी	0.6670	-0.1900	0.7780
विधिाइज़	0.5830	-0.6670	0.5560
विनआईडी	-0.2080	0.3000	-0.2460
विनकर	-0.6250	0.5930	-0.6250
विनम्रता	0.0000	-0.2205	0.1945
विनष्ट	-0.7925	0.2550	-0.5325
विनाशकता	-1.0000	0.7500	0.3330
विनाशकारी	-0.8307	0.7780	0.6467
विनिमय	0.2400	0.4025	0.1370
विनियमित	-0.5293	0.2223	0.2487
विनियमी	0.0000	0.6670	0.5560
विनेटीकरण	0.6670	0.6670	0.8520
विनो	-0.1880	0.0700	-0.3020
विन्यास	0.1572	-0.0624	-0.0095
विन्सर	-0.2440	0.0940	-0.2040
विपणर	0.6670	0.6670	0.7140
विपत्ति	-0.7255	0.5953	-0.2335
विपरीत	-0.3496	0.2013	0.0809
विपरीतता	0.0000	0.0000	0.0000
विफलता	-0.6040	-0.0980	-0.5000
विबाचक	-0.6670	1.0000	0.2590
विभाग	0.4160	-0.2840	0.2840
विभागिक	0.0000	0.1480	0.0830
विभागीकरण	0.0000	-0.5830	0.6250
विभागीय	-0.1317	-0.0520	0.2323
विभाजक	-0.4664	0.5356	0.3252
विभाजन	-0.1268	0.1143	0.3215
विभाजित	-0.4443	0.0820	-0.4433
विभिन्न	-0.4950	0.2845	-0.4320
विभिष्य	-0.5620	0.1340	-0.4460
विमान	0.3540	0.2900	0.4320
विमानमेन	0.0000	0.6430	0.0830
विमिमिक	-0.3330	0.9580	0.7330
वियूजाjapan.	-0.6110	0.6300	-0.3700
विरंजितीकरण	0.0740	1.0000	0.1480
विरामचिह्न	-0.3120	-0.4620	-0.5160
विरासत	0.7420	0.0770	0.6130
विरूट	-0.2080	-0.1540	-0.6300
विरूद्ध	0.0000	0.5420	0.4810
विरूद्धल	-0.3890	0.0740	0.0000
विरूद्धार्थी	0.0000	-0.3335	0.3145
विरूपित	-1.0000	-0.6670	-0.8570
विरूम	0.5000	1.0000	0.6190
विरोध	-0.4267	0.4232	0.3052
विरोध-	-0.0490	0.6670	0.7085
विरोधक	-0.3330	0.6670	0.6110
विरोधकर्ता	-0.2669	0.5897	0.5847
विरोधात्मक	-0.5713	0.0007	0.0333
विरोधात्मकता	-0.2240	-0.0580	0.2940
विरोधाभास	-0.4290	0.5137	-0.0225
विरोधाभासी	-0.3330	0.6670	0.0420
विरोधाभासीता	-0.1020	-0.2920	0.0010
विरोधी	-0.2452	0.1555	0.2381
विर्जन	-0.3330	0.3700	0.2780
विर्जिन	0.2440	-0.1340	-0.0760
विर्जिनल	0.3460	0.1540	-0.0720
विर्जिनली	0.3330	-1.0000	-0.3330
विलंब	-0.4010	-0.2170	-0.1940
विलंबन	-0.6670	-0.2500	-0.7500
विलम्ब	0.2600	0.2860	0.3340
विलम्बित	-0.3330	0.7920	-0.3330
विला	0.3960	-0.4200	-0.3100
विलापगीत	-0.6670	-0.6250	-0.8150
विलोपन	0.6670	0.6670	0.6670
विल्लाइन्स	-0.1420	0.2300	0.3740
विल्लिप्टस	-0.6670	0.7040	-0.0950
विल्लिप्टिक	0.3580	-0.5400	-0.0610
विल्हेनेसusa.	-0.8750	0.6670	0.9580
विवरण	-0.0824	-0.2123	0.0699
विवरणात्मक	0.0830	-0.4440	0.2380
विवरणीयता	1.0000	-0.6670	0.2220
विवश	-0.6000	0.6940	0.2500
विवशयोग्य	-0.0370	0.4580	-0.0370
विवाद	-0.5624	0.6794	0.2554
विवादपूर्ण	-0.3330	0.3750	0.3890
विवाह	0.0740	-0.6670	0.0830
विविध	0.1721	0.1642	0.1566
विविधता	0.6150	0.3150	0.3545
विविधाकार	0.2860	-0.4760	0.4070
विवेक	0.4933	-0.5092	0.5172
विवेकहीन	-1.0000	0.6190	0.6670
विवेकी	0.4906	-0.5358	0.4228
विशाल	0.3690	0.1594	0.4785
विशालकाय	0.1269	0.3743	0.3109
विशालता	0.4593	-0.1660	0.6127
विशालनेस	0.6670	-0.6670	0.5930
विशालपन	0.6670	-0.6250	0.9170
विशिष्ट	0.3468	-0.2521	0.1617
विशिष्टता	0.5397	-0.3600	0.6723
विशेष	0.0937	-0.1526	0.1690
विशेषज्ञ	-0.0225	0.0096	0.3237
विशेषता	0.2821	-0.2091	0.2718
विशेषताएँ	0.2190	-0.0880	0.1110
विशेषवाद	-0.2920	-0.6670	0.4760
विशेषाधिकार	0.5370	0.2500	0.6420
विशेषीकरण	0.0950	-0.4170	0.4580
विश्राम	0.3215	-0.3880	-0.3025
विश्लेषण	0.3950	-0.0456	0.4085
विश्लेषणात्मक	0.0000	0.6670	0.0830
विश्व	0.6670	-0.4170	0.3330
विश्वसनीय	0.7500	-0.2410	0.9375
विश्वास	0.2470	-0.0340	0.1977
विश्वासघात	-0.9325	0.5458	-0.2820
विश्‍लेषण	0.2080	-0.1700	0.5100
विश्‍व	0.4355	-0.0262	0.5291
विश्‍वकोश	0.3580	-0.3600	0.2900
विश्‍वमंडलीय	0.6670	0.0000	0.4580
विश्‍ववाद	1.0000	-0.5930	0.6250
विश्‍वविद्यालय	0.4700	0.1480	0.4820
विश्‍वसनीय	0.1390	0.3300	0.5595
विश्‍वसनीयता	0.8540	-0.2640	0.6790
विश्‍वस्त	0.5300	-0.3520	0.4460
विश्‍वास	0.4183	-0.1267	0.4288
विश्‍वासघात	-0.8368	0.1570	-0.3805
विश्‍वासघाती	-0.7200	0.2800	0.0180
विश्‍वासयोग्य	0.2587	-0.2843	0.0430
विश्‍वासी	0.4500	-0.1100	0.1280
विषम	-0.1567	-0.1087	-0.2060
विषम-	-0.3680	-0.2800	-0.2860
विषमता	-0.3545	0.0570	-0.2600
विषय	0.1106	-0.1397	0.0360
विषय-	0.3760	0.1920	0.4560
विषयवाद	-0.2220	-0.6670	-0.5830
विस-	0.0000	0.0000	0.0000
विसंतृप्त	-0.4202	-0.2394	-0.3760
विसम्मेलन	-0.0400	-0.1660	0.0360
विसर्जन	-0.6670	-0.6670	-0.5000
विस्कक	0.3100	0.2540	0.5340
विस्किकल	-0.2820	0.0180	-0.2420
विस्तार	0.2879	-0.0863	0.1909
विस्तारक	0.6250	0.6670	0.5000
विस्तारबैंड	0.6670	0.1430	0.5420
विस्ताररी	0.6300	0.6670	0.9580
विस्तारित	0.0319	0.0964	0.0366
विस्तारितनेस	0.2380	-0.6250	0.1670
विस्तृत	0.2891	-0.0985	0.2832
विस्तृतता	0.2500	-0.7595	0.3335
विस्तृतनेस	0.6670	-0.6670	0.6250
विस्फोट	-0.4065	0.5836	0.3631
विस्फोटक	-0.5250	0.9300	0.3550
विस्फोटकता	-0.4440	1.0000	0.9580
विस्मयकारी	1.0000	0.8520	0.5420
विस्मयकारीता	0.8340	0.2940	0.8540
वी-	-0.2720	0.2268	-0.0515
वी.	-0.4033	0.4121	-0.0664
वीआईटी	-0.5200	0.0600	-0.2220
वीआईडीName	-0.1460	-0.1100	-0.1120
वीएसपीव	0.2080	0.7500	0.7580
वीकड	-0.1660	-0.0760	0.1660
वीज़ा	0.4350	-0.2720	0.1420
वीडियो	0.5233	0.4543	0.1827
वीडियो-	-0.5000	0.0380	-0.4820
वीडियोdisc	0.0740	-0.5930	0.0000
वीडियोgame	0.5330	0.9050	0.2500
वीडियोग्राफर	0.0740	0.6670	0.5930
वीडियोटीप	0.3300	-0.3140	-0.2320
वीणा	-0.0658	0.0827	-0.0003
वीणाएं	0.6250	0.4170	0.5000
वीणायाँ	0.0820	-0.0200	-0.1240
वीना	0.0000	-0.3700	-0.3100
वीराने	-0.3440	-0.0200	-0.1010
वीरामा	-0.4580	0.6040	0.0900
वीलवा	-0.2500	0.0000	0.0000
वीव	0.2080	-0.4700	-0.6560
वीव्ड	0.2045	0.2735	0.0045
वीस्वाName	0.0340	-0.0760	-0.1160
वीस्वीक	0.0000	-0.6670	0.0000
वुड	-0.1705	-0.0882	-0.1732
वुड-	0.6670	-0.7500	0.5240
वुडटेटेट	0.3540	-0.1340	0.0360
वुडप्रिंट	0.4810	-0.5710	0.0000
वुडमान	0.1670	0.6670	0.5000
वुडलैंडjamaica.	0.5520	-0.3880	-0.0400
वुडलैंडर	0.5830	-0.6670	0.0000
वुडलैंड्स	0.3120	-0.3200	-0.0540
वुडवर	0.3330	0.6250	0.5830
वुडवर्कर	0.3700	0.6670	0.6670
